source,target,distance,time_ns,relaxed
1352341226,392631840,17231,578220375,1998639
1699732935,4688391741,1308,53188208,140725
27135985,925858396,14157,558163292,1715164
3205362676,571346114,4833,238008666,643771
1571237999,87285680,14129,474774500,1699516
1306044624,809733632,7048,234802375,581295
5031978017,444424600,6334,330591917,918207
3076821869,268692712,1463,43203125,110817
1996716930,3447875429,1654,91067917,209798
2338495009,2492396021,13165,498341708,1620270
109803885,1101887043,17074,597503708,1977443
5388991442,1228448240,13989,475460625,1677252
1477347790,3827108470,14113,501166542,1679542
289549253,4208635124,17899,575212625,2025849
280718863,113581105,9691,353764208,1021248
2599610024,2990364104,10242,413282125,1347647
410937239,1149258074,2848,57291834,163351
447840943,1485187690,7329,329139917,1097305
63757757,1087084194,19780,649795375,2179895
5045148952,1304250267,2674,71898083,206393
4233387618,252111235,11518,444113833,1499126
243048968,1081949256,13588,451904584,1635394
881236330,706454247,13128,502045542,1872972
504929078,2670676622,11843,424852250,1456994
224416934,1222321769,12775,543438083,1668135
459829270,4927537226,13924,478148000,1670523
2776380388,2045255380,12161,521615084,1583051
2319014374,1977122407,14755,568242084,1773862
2978131147,727307960,11972,428159875,1494716
270457578,670671910,10814,413726083,1399225
290625644,316254775,11754,449177250,1521531
4703998180,2267434505,2478,27287500,55221
702941659,292945925,3595,149836459,411282
12982506,1431081401,4340,140410292,427614
1121892252,2217267303,9239,456111416,1333090
2397780064,2427958736,13077,566689416,1891595
1153395777,3771825672,12964,512941875,1599723
4926851233,2242621695,14513,559664458,1960772
1427489393,3903709037,11031,384903792,1323743
14835457,4513737680,15305,620324333,1850463
4929390598,2983242334,8597,362781917,1190320
3196013474,253942869,543,7339334,12783
47056812,798578774,8716,366573417,1001868
312487819,635320137,7586,389962417,1162517
97991105,1082833359,5790,227259458,521964
1569970492,1841964231,16402,555928167,1874553
279828688,3962447236,4627,134042209,385042
343473437,1456757493,13137,481669916,1578822
27113046,968513831,6749,388593375,1049831
409589109,2661361815,5347,172471000,516429
307824048,111720882,3135,56609792,147239
4100072480,288752404,6080,197241166,591552
1576155373,338408663,4533,197050791,587023
304137906,3474305658,18373,623889125,2091442
1630549569,1404517889,11076,524052917,1656115
4558336555,1216918790,20547,727377750,2211504
4237339002,1600079374,4879,221295208,630297
317191228,1690463349,10386,475055917,1377059
757470354,573376709,9291,443494834,1458105
411667989,358952034,6176,285536416,879595
605019162,1587137794,7802,297430209,828582
2430493259,351861450,2179,60966250,170007
1064956172,383801529,1665,86633292,221404
284828629,1164866637,9002,392873959,1209682
1495655990,1355591294,13126,443889375,1591865
624313202,2062275335,8419,370737291,1057435
732923685,4895813497,8221,387750041,1072939
124166301,1126867482,8474,346932083,1183909
881236325,1342328198,20151,627781208,2199188
2346905724,3701570916,10920,431309833,1389829
2084200435,410838918,12105,464093916,1564044
930395932,5076571984,676,2939709,3911
292460460,333177953,15366,498265667,1791597
1170903192,1107711977,11793,433159000,1396040
3200315935,1430826546,7587,339546625,917463
1177482946,97755637,11015,455318667,1437165
5166024951,272497856,8178,244377250,716073
1467514281,4165598106,10365,461050917,1421229
1819742948,4095982099,10885,459136959,1458342
60691945,3487727555,11844,483129083,1560912
1276523534,3047325766,10996,424834750,1459904
940003299,497787508,484,7614292,13182
5387579188,1119629040,6363,227935000,691517
746346175,2372992044,8599,376583792,1210396
4436827517,421432249,15006,523862917,1824863
2523283785,2265558042,16465,577357125,1958683
1747631224,4665203181,5598,231051958,645224
300082656,2370495719,14619,518539625,1799804
